sku;I;II;III;V;Descripcion;Articulo
13977;ALIMENTAR;BEBIDAS;AGUA;AGUA COM GAS;Frize agua limao 250ml;Frize agua limao 250ml
13989;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolachas marinheiras integrais 200gr;Bolachas marinheiras integrais 200gr
13990;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolachas marinheiras s/sal 200gr;Bolachas marinheiras s/sal 200gr
13991;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Bolachas marinheiras c/sal 200gr;Bolachas marinheiras c/sal 200gr
13992;ALIMENTAR;MERCEARIA;SECO;CAFÉS;Cafe letefoho grao 1kg;Cafe letefoho grao 1kg
13993;ALIMENTAR;MERCEARIA;SECO;CAFÉS;Cafe letefoho po 250gr;Cafe letefoho po 250gr
14006;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO DOURO;Esteva t 375ml;Esteva t 375ml
14009;ALIMENTAR;MERCEARIA;FRESO;LEGUMES;Feijao verde kg;Feijao verde kg
14046;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO VERDE;Quinta aveleda verde 750ml;Quinta aveleda verde 750ml
14047;ALIMENTAR;VINHO;VINHO BRANCO;VINHO BRANCO DOURO;Aveleda douro 750ml;Aveleda douro 750ml
14048;ALIMENTAR;VINHO;VINHO TINTO;VINHO TINTO BAIRRADA;Follies touriga nacional cabernet sauvignon t 750ml;Follies touriga nacional cabernet sauvignon t 750ml
14070;ALIMENTAR;MERCEARIA;SECO;ESPECIARIAS;Bicarbonato sodio solibom 100gr;Bicarbonato sodio solibom 100gr
14078;ALIMENTAR;MERCEARIA;SECO;AUXILIARES DE CULINARIA;Leite condensado cozido amanhecer;Leite condensado cozido amanhecer
14083;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Tarteletes morango doses 48g vieira castro;Tarteletes morango doses 48g vieira castro
14108;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Circus cacau 300g vieira castro;Circus cacau 300g vieira castro
14109;ALIMENTAR;MERCEARIA;SECO;BOLACHAS;Circus mel 300g vieira castro;Circus mel 300g vieira castro
